action_eligible_decisions_all,action_mean_coverage_all,action_mean_regret_all,action_selected_oracle_all,action_success_all,action_success_id,action_success_ood,action_uniform_random_success_all,centroid_ade_normalized,centroid_ade_px,centroid_fde_normalized,centroid_fde_px,centroid_prediction_missing_rate,environment_count,lpips_multiview,method,psnr_main,psnr_multiview,psnr_wrist,query_count,ssim_main,ssim_multiview,ssim_wrist
25,1.0,0.02871834131461501,0.4,0.56,0.5384615384615384,0.5833333333333334,0.172,0.017090591254587457,5.414023090831621,0.036315934841933455,11.50430121875326,0.0,10,0.04843304695354568,iterative_c32_100_100,34.9563173505995,32.207549307081436,32.73498068915473,90,0.9717346100509167,0.9530709739029408,0.9333197143673896
