method,query_count,environment_count,psnr_main,psnr_wrist,psnr_multiview,ssim_main,ssim_wrist,ssim_multiview,lpips_multiview,centroid_ade_px,centroid_fde_px,centroid_ade_normalized,centroid_fde_normalized,centroid_prediction_missing_rate,action_success_all,action_success_id,action_success_ood,action_selected_oracle_all,action_mean_regret_all,action_mean_coverage_all,action_eligible_decisions_all
ours_misresume,90,10,31.259722434149847,28.22447855207655,28.770420646667482,0.8958934649328392,0.7439648499339819,0.820046677109268,,3.439606860968966,5.801947372126264,0.010857898821459508,0.018315162191597994,0.0,0.6538461538461539,0.6153846153846154,0.6923076923076923,0.6153846153846154,0.014258241758241752,1.0,26
