method,query_count,environment_count,psnr_main,psnr_wrist,psnr_multiview,ssim_main,ssim_wrist,ssim_multiview,lpips_multiview,centroid_ade_px,centroid_fde_px,centroid_ade_normalized,centroid_fde_normalized,centroid_prediction_missing_rate,action_success_all,action_success_id,action_success_ood,action_selected_oracle_all,action_mean_regret_all,action_mean_coverage_all,action_eligible_decisions_all
iterative_c32_400_400,90,10,35.37068504757351,33.436737293667264,32.43000072903103,0.9726076598962148,0.9319625058273475,0.9528338235782252,0.05073743859926859,4.313381452799517,8.800436380599736,0.013616166406780447,0.027780572509477096,0.0,0.6,0.6153846153846154,0.5833333333333334,0.52,0.02189165315393403,1.0,25
